neuron_x,neuron_y,GDP_per_capita_constant_2015_US_t-2,Trade_percent_of_GDP_t-2,Unemployment_total_percent_of_labor_force_t-2,Agriculture_value_added_percent_of_GDP_t-2,Industry_value_added_percent_of_GDP_t-2,Urban_population_percent_t-2,Inflation_consumer_prices_annual_percent_t-2,Gross_fixed_capital_formation_percent_of_GDP_t-2,Access_to_electricity_percent_of_population_t-2,Internet_users_percent_of_population_t-2,Services_value_added_percent_of_GDP_t-2,Gross_domestic_savings_percent_of_GDP_t-2,FDI_net_inflows_percent_of_GDP_t-2,GDP_per_capita_constant_2015_US_t-1,Trade_percent_of_GDP_t-1,Unemployment_total_percent_of_labor_force_t-1,Agriculture_value_added_percent_of_GDP_t-1,Industry_value_added_percent_of_GDP_t-1,Urban_population_percent_t-1,Inflation_consumer_prices_annual_percent_t-1,Gross_fixed_capital_formation_percent_of_GDP_t-1,Access_to_electricity_percent_of_population_t-1,Internet_users_percent_of_population_t-1,Services_value_added_percent_of_GDP_t-1,Gross_domestic_savings_percent_of_GDP_t-1,FDI_net_inflows_percent_of_GDP_t-1,GDP_per_capita_constant_2015_US_t0,Trade_percent_of_GDP_t0,Unemployment_total_percent_of_labor_force_t0,Agriculture_value_added_percent_of_GDP_t0,Industry_value_added_percent_of_GDP_t0,Urban_population_percent_t0,Inflation_consumer_prices_annual_percent_t0,Gross_fixed_capital_formation_percent_of_GDP_t0,Access_to_electricity_percent_of_population_t0,Internet_users_percent_of_population_t0,Services_value_added_percent_of_GDP_t0,Gross_domestic_savings_percent_of_GDP_t0,FDI_net_inflows_percent_of_GDP_t0,hit_count
-2,1,-0.7382731600258968,-0.1915017363336837,-0.5232835974690389,1.002143073189076,-0.06604284311488429,-0.40623530350132875,1.2564054392673223,-0.36620345466155657,0.009328602237692513,-0.5835171855309409,-0.8673051543825444,-0.12341336855845972,-0.12842866010518023,-0.731846217172774,-0.20952662988053425,-0.48330189919424726,0.9964159065538692,-0.038987140414394925,-0.40866774049350657,1.259008405864226,-0.35055276789480455,-0.0035043940203910518,-0.6148706009420504,-0.8855451756968404,-0.10226043746162186,-0.14133500142980077,-0.7309391702164941,-0.24376394912138225,-0.4431354840598771,1.0139669037787609,-0.09787572869968494,-0.4114311182301292,1.172752336876712,-0.2486372928943021,0.011477081477669737,-0.6091484043032871,-0.853718125715252,-0.13999116020381852,-0.10613115078703192,17
5,-2,0.6726298666059801,0.5128926281858435,-0.46327241378755213,-0.7042326810100716,1.757458867529924,0.7474746539693884,-0.2781944478754593,0.09965957674794207,0.6453703497491359,0.7742582812266039,-0.5960011331516886,1.1970659343034602,-0.08066449394765983,0.6689691040878832,0.48674619784208467,-0.4556973357334273,-0.6922720386404021,1.7586568382588348,0.7518734051347166,-0.2625890373227539,0.10482836497743107,0.6450041456984286,0.8266105654112104,-0.5982036038827423,1.1745933370021497,-0.1212614521872951,0.6686872197010357,0.45831871792569867,-0.46224944248826644,-0.6953083869835153,1.7287556731220106,0.7551704700576002,-0.2060789983280702,0.028638025005933238,0.6495228229674915,0.8514285134911108,-0.606124666043835,1.1821095144004314,-0.09204708598621197,17
0,3,0.20420847553921487,-0.44608021784903024,0.9169101337236836,-0.4302004921989503,-0.039597538220013107,0.6943338083369092,0.6766064420166642,-0.3263354378062487,0.5180069483183289,-0.5905793501410547,0.36215172916717797,-0.138431747983097,-0.09868665325924947,0.20705576048877178,-0.42922940589732794,0.940392611574554,-0.42960914741952566,-0.007544553781498725,0.6960941368972203,0.5866803468464051,-0.35178975899701675,0.5261035088507521,-0.5977443645714319,0.29731268750669404,-0.16469900063251652,-0.09803018392030531,0.21642614875141516,-0.4168715492659252,0.9374270840887381,-0.45564188504922365,0.00797502969821411,0.6984219184838812,0.42690664696296715,-0.31232178872901384,0.5127365061114583,-0.5783984350763249,0.24867878337907892,-0.11987504719043263,-0.061441743920151615,21
-1,3,-0.031210731239236598,-0.15584234283190665,0.6795879777696531,-0.12566366479509672,0.25673026168635665,0.24674127519452632,1.445727020020094,-0.202145537090036,0.564860938111389,-0.755478370971452,-0.3835756620499024,-0.01859965396549971,-0.18190927206104857,-0.034680339365608374,-0.1625636341868275,0.6677205067792107,-0.21272436530465702,0.21125903480338437,0.24180953234173758,1.3109911279100832,-0.2146753257094692,0.5684686825497713,-0.8015374544757249,-0.31259906305019136,-0.08305371516910537,-0.13578945609903145,-0.028047029029643306,-0.13686649335570905,0.6802759836137318,-0.23450270248287938,0.2353334253792189,0.23774032727696762,0.9725687114873551,-0.15579760220378303,0.5563836618883732,-0.7956179177285945,-0.3265393282661595,-0.04769900943923395,-0.13104491131991175,25
-2,2,-0.7558728188290451,-0.13974279777713358,0.0024102265640575265,1.0505290902035462,0.16268841344045978,-0.4762393272517405,1.8031898401739075,-0.3616913434622866,0.023336256577088793,-0.7068954779866506,-1.182222007949695,-0.1599112571658315,-0.1623771729739139,-0.7811998392220182,-0.0878387214824631,0.0077476857945545955,1.0685376058814935,0.16317061328901813,-0.4790900627310661,2.2194029650325455,-0.513594810563114,0.03801610280358921,-0.7354478342647911,-1.2227846122601223,-0.135791663140227,-0.15232773652475604,-0.8040222169829746,-0.15041431819315929,0.08452134223549725,1.1966828428385967,0.13081410302788743,-0.4824592709617007,2.245656660176986,-0.4486423206588342,0.07709326521131031,-0.7704505501264355,-1.2853804572607512,-0.21048749296039307,-0.1109924715768658,20
0,4,0.03292816363173184,0.06529942477455457,1.2579707085064695,-0.38905753945045074,-0.12526311144952582,0.14080511688481986,0.22258003144267252,0.08878899340901543,0.45905939633261333,-0.5757343711836955,0.2457164711913228,-0.17160775731084363,-0.009070962306120572,0.041609009232880564,0.0697934194997459,1.2770851948461377,-0.41234276006122905,-0.13121749281718947,0.1376722647774721,0.11506530728129424,0.050515034067794416,0.470082430974736,-0.600327011770385,0.25847486166853784,-0.19864373293249427,-0.03809500709780934,0.057528404833678264,0.11472169261248606,1.2736457739480513,-0.4367557813626772,-0.1383668311688093,0.13406715219869966,0.004632088249256095,0.058453795527360776,0.4469539176420908,-0.5429448248823135,0.28103219038438787,-0.20320920170457302,0.016840838568186932,33
-2,-3,-1.1821935508885977,-0.5492582717360641,-0.7617492002792614,0.7669148217287943,-0.20999817658373113,-1.1229042189264102,-0.5910701514730755,-0.5202221792287848,-1.7758149956222364,-0.7494395753126479,-0.8835535604614757,0.013077148586841683,-0.14707056352745929,-1.1903004864676505,-0.559451447711607,-0.720704713891906,0.7621872210884607,-0.18562683772580818,-1.1227150907014014,-0.6859099845261571,-0.510498021402811,-1.7499164751257632,-0.7883702865448649,-0.9104598641155099,0.013784813469027461,-0.1497904415037111,-1.1977796114698032,-0.5610904317279661,-0.7115051380024192,0.8148892256918262,-0.1860547673612484,-1.121941619792741,-0.44947666343949155,-0.5283854552664131,-1.695743631316784,-0.8002578983128446,-0.9241456495264259,0.024231929920662074,-0.13114677402387376,28
-1,4,-0.34431054205391165,-0.20285473491740072,1.4462066297365879,-0.02152179061155096,0.3047589913666135,-0.20853126702204303,0.3428245134995211,0.3647975232181387,0.05932883523540819,-0.7302052026122052,-0.5245374625706887,0.019283737383542086,-0.1129048390295859,-0.34281198092713044,-0.2054567752229348,1.4808345827194438,-0.07796620866347528,0.317510670634986,-0.20467734940819224,0.19236307652239246,0.3353529904428245,0.0798099798313223,-0.7545447492346307,-0.4758719068783662,-0.011632867917625684,-0.11684574839230266,-0.3294360182832444,-0.1818331003055731,1.4639615254524159,-0.08348215542825939,0.3074103432494816,-0.20055080495867658,0.1689119503868124,0.3261660449025215,0.06990461460331049,-0.7407924320798539,-0.4846301779282459,0.022701656073108607,-0.09078082689717845,18
6,-2,1.347395395607647,0.36130883967592925,-0.8530469091206875,-1.0014615753454108,2.694363329794198,1.3471018363003378,-0.5100568408143374,0.45971555069870496,0.6576751355588265,1.0395571239445716,-0.7880903760090191,2.1000389525432106,-0.0939433486771936,1.332936168654495,0.36263291723818386,-0.8655812333254459,-0.9862797794192644,2.671135765257956,1.3483571122485698,-0.591473118976904,0.5184797754138194,0.6581111687603736,1.0428583490972558,-0.750083243282049,2.0647638080984825,-0.13472677516623702,1.3232460595541153,0.32298551109128326,-0.8531292586972258,-0.9842168161870086,2.5821205254778192,1.3499164974072158,-0.4791756904563869,0.5495677306607547,0.6596104059518835,1.1104898995836003,-0.7033989651642338,1.995742957219095,-0.10366732051094577,26
2,1,0.6308543286717564,-0.234628976967504,-0.41233903818470174,-0.689370712196785,-0.0560230228566961,0.4164724619478386,0.045901916536782696,0.06745757948835156,0.5988297275538055,-0.33268484028502987,0.6113791577788383,-0.091983994576394,-0.05286849040113891,0.6208548782821863,-0.24613013778608686,-0.4010870189450038,-0.6890736920145917,-0.07688568989560736,0.41843167556320837,-0.04381960014899917,0.09485616837445071,0.599984771113936,-0.27963900339592157,0.6263027906449761,-0.2395668490472231,-0.08672883336200839,0.631414305572979,-0.26807722954998303,-0.3904778313598413,-0.6956714231643679,-0.08658558642326623,0.4199798772297498,-0.14548281662526452,0.0006890990953085226,0.6081485637069163,-0.25835003663670253,0.6331854115900999,-0.10450474664831097,-0.05964624726982674,20
