snapshot_year,neuron_x,neuron_y,ps_cluster,optimal_k,db_score,is_active
2014,4,7,5,14,0.8644,1
2014,2,1,6,14,0.8644,1
2014,-3,-1,7,14,0.8644,1
2014,1,-1,4,14,0.8644,0
2014,-4,7,14,14,0.8644,0
2014,2,2,6,14,0.8644,1
2014,2,-3,4,14,0.8644,0
2014,-3,0,7,14,0.8644,1
2014,1,-4,11,14,0.8644,1
2014,1,0,14,14,0.8644,0
2014,3,-1,4,14,0.8644,0
2014,4,-2,4,14,0.8644,0
2014,-2,6,14,14,0.8644,0
2014,0,1,14,14,0.8644,1
2014,-1,1,14,14,0.8644,1
2014,3,-4,12,14,0.8644,1
2014,3,0,4,14,0.8644,1
2014,0,8,13,14,0.8644,1
2014,-2,7,13,14,0.8644,0
2014,-3,3,8,14,0.8644,1
2014,4,5,6,14,0.8644,1
2014,0,2,14,14,0.8644,1
2014,0,-3,10,14,0.8644,1
2014,-3,4,8,14,0.8644,0
2014,1,3,6,14,0.8644,0
2014,-1,2,14,14,0.8644,1
2014,-1,-3,10,14,0.8644,1
2014,1,4,6,14,0.8644,0
2014,-4,5,8,14,0.8644,0
2014,2,6,3,14,0.8644,0
2014,5,-1,1,14,0.8644,0
2014,3,3,6,14,0.8644,1
2014,3,4,6,14,0.8644,1
2014,2,7,3,14,0.8644,1
2014,-2,-2,7,14,0.8644,0
2014,5,0,1,14,0.8644,1
2014,6,-1,1,14,0.8644,1
2014,0,-5,10,14,0.8644,0
2014,0,6,13,14,0.8644,0
2014,-2,5,14,14,0.8644,0
2014,-1,6,13,14,0.8644,0
2014,-3,1,8,14,0.8644,1
2014,6,0,1,14,0.8644,1
2014,1,1,14,14,0.8644,0
2014,2,-2,4,14,0.8644,1
2014,0,7,13,14,0.8644,1
2014,5,3,1,14,0.8644,1
2014,-1,7,13,14,0.8644,1
2014,5,4,6,14,0.8644,1
2014,-3,2,8,14,0.8644,1
2014,1,8,13,14,0.8644,1
2014,1,2,14,14,0.8644,1
2014,3,1,6,14,0.8644,1
2014,1,-3,10,14,0.8644,1
2014,2,5,6,14,0.8644,0
2014,4,-1,2,14,0.8644,1
2014,-4,-1,9,14,0.8644,1
2014,4,-4,12,14,0.8644,0
2014,3,2,6,14,0.8644,1
2014,4,0,6,14,0.8644,0
2014,0,-2,10,14,0.8644,1
2014,3,-3,12,14,0.8644,1
2014,-1,-2,10,14,0.8644,0
2014,0,5,14,14,0.8644,0
2014,-3,6,14,14,0.8644,0
2014,-1,5,14,14,0.8644,0
2014,1,-5,11,14,0.8644,1
2014,5,1,1,14,0.8644,1
2014,1,6,13,14,0.8644,0
2014,4,3,1,14,0.8644,0
2014,4,4,6,14,0.8644,1
2014,-2,-1,14,14,0.8644,0
2014,-3,7,14,14,0.8644,0
2014,5,2,1,14,0.8644,1
2014,1,7,13,14,0.8644,0
2014,5,-3,2,14,0.8644,1
2014,3,6,3,14,0.8644,1
2014,6,1,1,14,0.8644,1
2014,-4,3,8,14,0.8644,1
2014,-2,0,8,14,0.8644,0
2014,7,0,1,14,0.8644,0
2014,3,7,3,14,0.8644,1
2014,6,2,1,14,0.8644,0
2014,2,-1,4,14,0.8644,1
2014,1,-2,10,14,0.8644,1
2014,-2,3,14,14,0.8644,1
2014,2,0,4,14,0.8644,1
2014,2,-4,11,14,0.8644,1
2014,-2,4,14,14,0.8644,0
2014,4,1,1,14,0.8644,1
2014,-3,5,14,14,0.8644,0
2014,5,6,5,14,0.8644,0
2014,0,9,13,14,0.8644,1
2014,1,5,6,14,0.8644,0
2014,3,-2,4,14,0.8644,1
2014,-4,1,8,14,0.8644,1
2014,0,-1,14,14,0.8644,1
2014,4,2,1,14,0.8644,1
2014,4,-3,2,14,0.8644,1
2014,5,7,5,14,0.8644,1
2014,-1,-1,14,14,0.8644,1
2014,6,6,5,14,0.8644,1
2014,2,3,6,14,0.8644,0
2014,3,5,6,14,0.8644,0
2014,0,-4,10,14,0.8644,1
2014,0,0,14,14,0.8644,1
2014,2,4,6,14,0.8644,1
2014,-4,2,8,14,0.8644,1
2014,-1,0,14,14,0.8644,1
2018,-2,1,7,10,0.8481,1
2018,5,-2,2,10,0.8481,0
2018,0,3,7,10,0.8481,1
2018,4,6,2,10,0.8481,0
2018,0,4,7,10,0.8481,1
2018,-1,3,7,10,0.8481,1
2018,-2,2,7,10,0.8481,1
2018,5,5,2,10,0.8481,1
2018,-1,4,7,10,0.8481,1
2018,6,-2,2,10,0.8481,0
2018,7,2,2,10,0.8481,0
2018,4,7,1,10,0.8481,1
2018,2,1,10,10,0.8481,1
2018,-3,-1,3,10,0.8481,1
2018,1,-1,7,10,0.8481,0
2018,-4,7,7,10,0.8481,0
2018,2,2,10,10,0.8481,0
2018,2,-3,10,10,0.8481,0
2018,-3,0,3,10,0.8481,1
2018,1,-4,8,10,0.8481,1
2018,1,0,7,10,0.8481,0
2018,3,-1,10,10,0.8481,0
2018,4,-2,2,10,0.8481,0
2018,-2,6,7,10,0.8481,0
2018,0,1,7,10,0.8481,1
2018,-1,1,7,10,0.8481,1
2018,3,-4,9,10,0.8481,1
2018,3,0,10,10,0.8481,1
2018,0,8,6,10,0.8481,1
2018,-2,7,6,10,0.8481,0
2018,-3,3,4,10,0.8481,1
2018,4,5,2,10,0.8481,1
2018,0,2,7,10,0.8481,0
2018,0,-3,8,10,0.8481,1
2018,-3,4,4,10,0.8481,0
2018,1,3,10,10,0.8481,0
2018,-1,2,7,10,0.8481,1
2018,-1,-3,8,10,0.8481,1
2018,1,4,10,10,0.8481,0
2018,-4,5,4,10,0.8481,0
2018,2,6,10,10,0.8481,0
2018,5,-1,2,10,0.8481,1
2018,3,3,2,10,0.8481,1
2018,3,4,10,10,0.8481,1
2018,2,7,10,10,0.8481,1
2018,-2,-2,3,10,0.8481,0
2018,5,0,2,10,0.8481,0
2018,6,-1,2,10,0.8481,1
2018,0,-5,8,10,0.8481,0
2018,0,6,7,10,0.8481,0
2018,-2,5,7,10,0.8481,0
2018,-1,6,7,10,0.8481,0
2018,-3,1,4,10,0.8481,1
2018,6,0,2,10,0.8481,1
2018,1,1,7,10,0.8481,0
2018,2,-2,10,10,0.8481,1
2018,0,7,6,10,0.8481,0
2018,5,3,2,10,0.8481,1
2018,-1,7,6,10,0.8481,0
2018,5,4,2,10,0.8481,0
2018,-3,2,4,10,0.8481,1
2018,1,8,6,10,0.8481,1
2018,1,2,7,10,0.8481,0
2018,3,1,2,10,0.8481,1
2018,1,-3,7,10,0.8481,0
2018,2,5,10,10,0.8481,0
2018,4,-1,2,10,0.8481,1
2018,-4,-1,5,10,0.8481,1
2018,4,-4,9,10,0.8481,1
2018,3,2,2,10,0.8481,1
2018,4,0,2,10,0.8481,1
2018,0,-2,7,10,0.8481,1
2018,3,-3,9,10,0.8481,0
2018,-1,-2,7,10,0.8481,0
2018,0,5,7,10,0.8481,0
2018,-3,6,7,10,0.8481,0
2018,-1,5,7,10,0.8481,0
2018,1,-5,8,10,0.8481,0
2018,5,1,2,10,0.8481,1
2018,1,6,10,10,0.8481,0
2018,4,3,2,10,0.8481,0
2018,4,4,2,10,0.8481,1
2018,-2,-1,7,10,0.8481,0
2018,-3,7,7,10,0.8481,0
2018,5,2,2,10,0.8481,0
2018,1,7,10,10,0.8481,0
2018,5,-3,9,10,0.8481,1
2018,3,6,10,10,0.8481,0
2018,6,1,2,10,0.8481,0
2018,-4,3,4,10,0.8481,1
2018,-2,0,4,10,0.8481,0
2018,7,0,2,10,0.8481,0
2018,3,7,10,10,0.8481,0
2018,6,2,2,10,0.8481,1
2018,2,-1,10,10,0.8481,1
2018,1,-2,7,10,0.8481,1
2018,-2,3,7,10,0.8481,1
2018,2,0,10,10,0.8481,0
2018,2,-4,8,10,0.8481,1
2018,-2,4,7,10,0.8481,0
2018,4,1,2,10,0.8481,1
2018,-3,5,7,10,0.8481,0
2018,5,6,1,10,0.8481,0
2018,0,9,6,10,0.8481,1
2018,1,5,10,10,0.8481,0
2018,3,-2,10,10,0.8481,0
2018,-4,1,4,10,0.8481,1
2018,0,-1,7,10,0.8481,1
2018,4,2,2,10,0.8481,1
2018,4,-3,9,10,0.8481,1
2018,5,7,1,10,0.8481,1
2018,-1,-1,7,10,0.8481,1
2018,6,6,1,10,0.8481,1
2018,2,3,10,10,0.8481,0
2018,3,5,10,10,0.8481,0
2018,0,-4,8,10,0.8481,1
2018,0,0,7,10,0.8481,1
2018,2,4,10,10,0.8481,1
2018,-4,2,4,10,0.8481,1
2018,-1,0,7,10,0.8481,1
2020,-2,1,7,10,0.8815,1
2020,5,-2,2,10,0.8815,0
2020,0,3,7,10,0.8815,1
2020,4,6,2,10,0.8815,0
2020,0,4,7,10,0.8815,1
2020,-1,3,7,10,0.8815,1
2020,-2,2,7,10,0.8815,1
2020,5,5,2,10,0.8815,1
2020,-1,4,7,10,0.8815,1
2020,6,-2,2,10,0.8815,0
2020,7,2,2,10,0.8815,0
2020,4,7,1,10,0.8815,1
2020,2,1,10,10,0.8815,1
2020,-3,-1,3,10,0.8815,1
2020,1,-1,7,10,0.8815,0
2020,-4,7,7,10,0.8815,0
2020,2,2,10,10,0.8815,0
2020,2,-3,10,10,0.8815,0
2020,-3,0,3,10,0.8815,1
2020,1,-4,8,10,0.8815,1
2020,1,0,7,10,0.8815,0
2020,3,-1,10,10,0.8815,0
2020,4,-2,10,10,0.8815,0
2020,-2,6,7,10,0.8815,0
2020,0,1,7,10,0.8815,1
2020,-1,1,7,10,0.8815,1
2020,3,-4,9,10,0.8815,1
2020,3,0,10,10,0.8815,1
2020,0,8,6,10,0.8815,1
2020,-2,7,7,10,0.8815,0
2020,-3,3,4,10,0.8815,1
2020,4,5,2,10,0.8815,1
2020,0,2,7,10,0.8815,1
2020,0,-3,8,10,0.8815,1
2020,-3,4,4,10,0.8815,0
2020,1,3,10,10,0.8815,0
2020,-1,2,7,10,0.8815,1
2020,-1,-3,8,10,0.8815,1
2020,1,4,10,10,0.8815,0
2020,-4,5,4,10,0.8815,0
2020,2,6,10,10,0.8815,0
2020,5,-1,2,10,0.8815,1
2020,3,3,2,10,0.8815,1
2020,3,4,10,10,0.8815,1
2020,2,7,10,10,0.8815,1
2020,-2,-2,3,10,0.8815,0
2020,5,0,2,10,0.8815,1
2020,6,-1,2,10,0.8815,1
2020,0,-5,8,10,0.8815,0
2020,0,6,7,10,0.8815,0
2020,-2,5,7,10,0.8815,0
2020,-1,6,7,10,0.8815,0
2020,-3,1,4,10,0.8815,1
2020,6,0,2,10,0.8815,1
2020,1,1,7,10,0.8815,0
2020,2,-2,10,10,0.8815,1
2020,0,7,6,10,0.8815,0
2020,5,3,2,10,0.8815,1
2020,-1,7,6,10,0.8815,0
2020,5,4,2,10,0.8815,0
2020,-3,2,4,10,0.8815,1
2020,1,8,6,10,0.8815,1
2020,1,2,7,10,0.8815,0
2020,3,1,2,10,0.8815,1
2020,1,-3,7,10,0.8815,0
2020,2,5,10,10,0.8815,0
2020,4,-1,2,10,0.8815,1
2020,-4,-1,5,10,0.8815,1
2020,4,-4,9,10,0.8815,0
2020,3,2,2,10,0.8815,1
2020,4,0,2,10,0.8815,1
2020,0,-2,7,10,0.8815,1
2020,3,-3,9,10,0.8815,1
2020,-1,-2,7,10,0.8815,0
2020,0,5,7,10,0.8815,0
2020,-3,6,7,10,0.8815,0
2020,-1,5,7,10,0.8815,0
2020,1,-5,8,10,0.8815,0
2020,5,1,2,10,0.8815,0
2020,1,6,10,10,0.8815,0
2020,4,3,2,10,0.8815,0
2020,4,4,2,10,0.8815,1
2020,-2,-1,7,10,0.8815,1
2020,-3,7,7,10,0.8815,0
2020,5,2,2,10,0.8815,0
2020,1,7,10,10,0.8815,0
2020,5,-3,9,10,0.8815,1
2020,3,6,10,10,0.8815,0
2020,6,1,2,10,0.8815,0
2020,-4,3,4,10,0.8815,1
2020,-2,0,4,10,0.8815,0
2020,7,0,2,10,0.8815,0
2020,3,7,10,10,0.8815,0
2020,6,2,2,10,0.8815,1
2020,2,-1,10,10,0.8815,1
2020,1,-2,7,10,0.8815,1
2020,-2,3,7,10,0.8815,1
2020,2,0,10,10,0.8815,0
2020,2,-4,8,10,0.8815,1
2020,-2,4,7,10,0.8815,0
2020,4,1,2,10,0.8815,1
2020,-3,5,7,10,0.8815,0
2020,5,6,1,10,0.8815,0
2020,0,9,6,10,0.8815,1
2020,1,5,10,10,0.8815,0
2020,3,-2,10,10,0.8815,1
2020,-4,1,4,10,0.8815,1
2020,0,-1,7,10,0.8815,1
2020,4,2,2,10,0.8815,1
2020,4,-3,9,10,0.8815,1
2020,5,7,1,10,0.8815,1
2020,-1,-1,7,10,0.8815,1
2020,6,6,1,10,0.8815,1
2020,2,3,10,10,0.8815,0
2020,3,5,10,10,0.8815,0
2020,0,-4,8,10,0.8815,1
2020,0,0,7,10,0.8815,1
2020,2,4,10,10,0.8815,1
2020,-4,2,4,10,0.8815,1
2020,-1,0,7,10,0.8815,1
