country_code,country_name,snapshot_year,time_index,decade,bmu_x,bmu_y,cluster,GDP_per_capita_constant_2015_US_t-2,Trade_percent_of_GDP_t-2,Unemployment_total_percent_of_labor_force_t-2,Agriculture_value_added_percent_of_GDP_t-2,Industry_value_added_percent_of_GDP_t-2,Urban_population_percent_t-2,Inflation_consumer_prices_annual_percent_t-2,Gross_fixed_capital_formation_percent_of_GDP_t-2,Access_to_electricity_percent_of_population_t-2,Internet_users_percent_of_population_t-2,Services_value_added_percent_of_GDP_t-2,Gross_domestic_savings_percent_of_GDP_t-2,Fertility_rate_total_t-2,FDI_net_inflows_percent_of_GDP_t-2,GDP_per_capita_constant_2015_US_t-1,Trade_percent_of_GDP_t-1,Unemployment_total_percent_of_labor_force_t-1,Agriculture_value_added_percent_of_GDP_t-1,Industry_value_added_percent_of_GDP_t-1,Urban_population_percent_t-1,Inflation_consumer_prices_annual_percent_t-1,Gross_fixed_capital_formation_percent_of_GDP_t-1,Access_to_electricity_percent_of_population_t-1,Internet_users_percent_of_population_t-1,Services_value_added_percent_of_GDP_t-1,Gross_domestic_savings_percent_of_GDP_t-1,Fertility_rate_total_t-1,FDI_net_inflows_percent_of_GDP_t-1,GDP_per_capita_constant_2015_US_t0,Trade_percent_of_GDP_t0,Unemployment_total_percent_of_labor_force_t0,Agriculture_value_added_percent_of_GDP_t0,Industry_value_added_percent_of_GDP_t0,Urban_population_percent_t0,Inflation_consumer_prices_annual_percent_t0,Gross_fixed_capital_formation_percent_of_GDP_t0,Access_to_electricity_percent_of_population_t0,Internet_users_percent_of_population_t0,Services_value_added_percent_of_GDP_t0,Gross_domestic_savings_percent_of_GDP_t0,Fertility_rate_total_t0,FDI_net_inflows_percent_of_GDP_t0
ID,Indonesia,1990,1992,1990,3,-3,6,1470.91822258528,52.8918614376893,,21.5487236013603,39.3849400707168,30.5945178088725,7.81919756505635,30.5515620878008,,0.0,39.0663465530181,26.9757951545319,3.114,1.02976494269192,1544.99580894527,54.8395648805761,2.617,19.661807287925,41.2047736163784,31.5991952251753,9.41906784347004,29.6714181829693,48.9,,39.1334103025629,26.6402931279023,3.058,1.2707722797342,1617.10954872218,57.4274341101528,2.734,19.5214104727292,39.9799603285306,32.6914992355049,7.52351006242677,28.0025934597869,66.6965637207031,,40.4986368944666,27.6437802177506,2.95,1.38798883350104
ID,Indonesia,1992,1994,1990,3,-3,6,1617.10954872218,57.4274341101528,2.734,19.5214104727292,39.9799603285306,32.6914992355049,7.52351006242677,28.0025934597869,66.6965637207031,,40.4986368944666,27.6437802177506,2.95,1.38798883350104,1693.1074260189,50.5233858882307,2.782,17.8798444276384,39.6804980838497,33.8555422228307,9.6719108926401,26.2806731118536,55.43,,42.4396665856015,32.4646926790868,2.9,1.26830064559013,1790.32729962455,51.877101049475,4.366,17.286262325045,40.6420443530252,35.0672005338812,8.53199829189143,27.5706877484337,62.8,0.00106,42.0717116360041,32.203049711985,2.851,1.1922519299764
ID,Indonesia,1994,1996,1990,3,-3,6,1790.32729962455,51.877101049475,4.366,17.286262325045,40.6420443530252,35.0672005338812,8.53199829189143,27.5706877484337,62.8,0.00106,42.0717116360041,32.203049711985,2.851,1.1922519299764,1905.54236111238,53.9585900635426,4.611,17.1383462031211,41.8008374217654,36.3023505153847,9.42030300572996,28.4298110883689,66.86,0.0261,41.0608163751136,30.5938803658676,2.809,2.15007984011937,2020.99148132509,52.264743657148,4.861,16.6723873758844,43.4557840501119,37.5368685140699,7.97328096513346,29.6023606375148,72.39,0.0566,39.8719036817834,30.0758588574605,2.782,2.72419788646708
ID,Indonesia,1996,1998,1990,3,-3,6,2020.99148132509,52.264743657148,4.861,16.6723873758844,43.4557840501119,37.5368685140699,7.97328096513346,29.6023606375148,72.39,0.0566,39.8719036817834,30.0758588574605,2.782,2.72419788646708,2081.8416693962,55.9938588086777,4.684,16.0921102228181,44.3289567972257,38.746630876665,6.22615154887214,28.3076770626791,80.3,0.195,39.5789011173884,31.4759314942047,2.742,2.16779685196237,1780.20049544892,96.1861923602686,5.459,18.0828529531935,45.2277705496239,39.9075139498987,58.4510413515526,25.4295066667294,80.94,0.255,36.686823537659,26.5250401908023,2.66,-0.252290447660406
ID,Indonesia,1998,2000,1990,3,-3,6,1780.20049544892,96.1861923602686,5.459,18.0828529531935,45.2277705496239,39.9075139498987,58.4510413515526,25.4295066667294,80.94,0.255,36.686823537659,26.5250401908023,2.66,-0.252290447660406,1767.51466729756,62.9439128601924,6.358,19.612676402133,43.3600616732301,40.9953940804992,20.4778324428892,20.1387593118175,83.73,0.444,37.0272710177647,19.4517462260792,2.568,-1.33257354110795,1828.10265968361,71.4368759173731,6.077,15.6787044387708,41.9690746433564,41.9861540600656,3.68862037056682,19.8508544472002,86.3,0.925564,33.3686365074031,31.8176339838703,2.503,-2.75743993350903
ID,Indonesia,2000,2002,2000,4,4,13,1828.10265968361,71.4368759173731,6.077,15.6787044387708,41.9690746433564,41.9861540600656,3.68862037056682,19.8508544472002,86.3,0.925564,33.3686365074031,31.8176339838703,2.503,-2.75743993350903,1868.59172307292,69.7932075256238,6.082,15.9949177621389,47.8935007853871,42.9018895186157,11.5001160550887,19.6726582041666,86.3,2.01861,38.4172452290621,29.9607792400272,2.466,-1.85568619300523,1926.37435868149,59.0794617663723,6.604,16.3196689664379,47.7453311592597,43.7824069030376,11.9001200338414,19.4291640497973,87.6,2.13414,40.104784004948,25.1203046337826,2.436,0.0741516383181159
ID,Indonesia,2002,2004,2000,4,4,13,1926.37435868149,59.0794617663723,6.604,16.3196689664379,47.7453311592597,43.7824069030376,11.9001200338414,19.4291640497973,87.6,2.13414,40.104784004948,25.1203046337826,2.436,0.0741516383181159,1991.91820506473,53.6164937473016,6.657,15.1853482186248,43.7495660917608,44.6301761521872,6.75731256333564,19.5060592212863,87.9,2.38702,41.0650856896144,23.7324938200045,2.41,-0.254256320381005,2065.70617470842,59.761294836691,7.303,14.3357802955642,44.6276159754602,45.4476736441888,6.06406189133648,22.4486169728353,89.0,2.60029,41.0366037289756,24.9096501294392,2.415,0.738243979887563
ID,Indonesia,2004,2006,2000,4,4,13,2065.70617470842,59.761294836691,7.303,14.3357802955642,44.6276159754602,45.4476736441888,6.06406189133648,22.4486169728353,89.0,2.60029,41.0366037289756,24.9096501294392,2.415,0.738243979887563,2155.4478015921,63.9879358688635,7.945,13.1266186400506,46.5410588710711,46.2373757571669,10.4532001873347,23.6405117707791,84.8,3.60202,40.3323224888783,27.5280021191796,2.452,2.91611483313067,2244.0802226202,56.6571268148867,7.551,12.9738027192484,46.9435587410796,47.0017588692457,13.108670985346,24.1309915286004,90.6,4.76481,40.0826385396719,28.7037744898744,2.457,1.34794264068931
ID,Indonesia,2006,2008,2000,0,-2,12,2244.0802226202,56.6571268148867,7.551,12.9738027192484,46.9435587410796,47.0017588692457,13.108670985346,24.1309915286004,90.6,4.76481,40.0826385396719,28.7037744898744,2.457,1.34794264068931,2355.1528565328,54.8292499782075,8.06,13.7166831034562,46.7991415207073,47.7432993585496,6.40656087966005,24.9469436430223,91.1,5.78627,39.4841753758365,28.1108407840536,2.476,1.6030105718879,2464.60193418272,58.5613996312961,7.208,14.4817402607761,48.0607447690172,48.4644736032029,10.2266663272483,27.6985912220923,92.7,7.91748,37.457515026462,30.954966351849,2.44,1.82632902403998
ID,Indonesia,2008,2010,2000,2,-3,12,2464.60193418272,58.5613996312961,7.208,14.4817402607761,48.0607447690172,48.4644736032029,10.2266663272483,27.6985912220923,92.7,7.91748,37.457515026462,30.954966351849,2.44,1.82632902403998,2546.21969707767,45.5121213687054,6.106,15.290148146172,47.6521225811621,49.16775798133,4.38641311792074,31.1147665576043,93.6,6.92,37.0577298834625,31.7080655442351,2.442,0.90391941965406,2670.8129098953,46.7012738758737,5.614,13.929212707137,42.7758663362749,49.8521375148888,5.13420639015885,30.999408825566,94.2,10.92,40.6659902908934,34.7769092096612,2.462,2.02517914569356
