country_code,country_name,snapshot_year,time_index,decade,bmu_x,bmu_y,cluster,GDP_per_capita_constant_2015_US_t-2,Trade_percent_of_GDP_t-2,Unemployment_total_percent_of_labor_force_t-2,Agriculture_value_added_percent_of_GDP_t-2,Industry_value_added_percent_of_GDP_t-2,Urban_population_percent_t-2,Inflation_consumer_prices_annual_percent_t-2,Gross_fixed_capital_formation_percent_of_GDP_t-2,Access_to_electricity_percent_of_population_t-2,Internet_users_percent_of_population_t-2,Services_value_added_percent_of_GDP_t-2,Gross_domestic_savings_percent_of_GDP_t-2,Fertility_rate_total_t-2,FDI_net_inflows_percent_of_GDP_t-2,GDP_per_capita_constant_2015_US_t-1,Trade_percent_of_GDP_t-1,Unemployment_total_percent_of_labor_force_t-1,Agriculture_value_added_percent_of_GDP_t-1,Industry_value_added_percent_of_GDP_t-1,Urban_population_percent_t-1,Inflation_consumer_prices_annual_percent_t-1,Gross_fixed_capital_formation_percent_of_GDP_t-1,Access_to_electricity_percent_of_population_t-1,Internet_users_percent_of_population_t-1,Services_value_added_percent_of_GDP_t-1,Gross_domestic_savings_percent_of_GDP_t-1,Fertility_rate_total_t-1,FDI_net_inflows_percent_of_GDP_t-1,GDP_per_capita_constant_2015_US_t0,Trade_percent_of_GDP_t0,Unemployment_total_percent_of_labor_force_t0,Agriculture_value_added_percent_of_GDP_t0,Industry_value_added_percent_of_GDP_t0,Urban_population_percent_t0,Inflation_consumer_prices_annual_percent_t0,Gross_fixed_capital_formation_percent_of_GDP_t0,Access_to_electricity_percent_of_population_t0,Internet_users_percent_of_population_t0,Services_value_added_percent_of_GDP_t0,Gross_domestic_savings_percent_of_GDP_t0,Fertility_rate_total_t0,FDI_net_inflows_percent_of_GDP_t0
EG,"Egypt, Arab Rep.",1990,1992,1990,2,3,1,1972.13789303215,52.9227557411273,,18.5125262004175,27.4060538622129,43.5688827270165,16.7563747077691,27.2987473903967,,0.0,49.6294366388309,16.7014608559499,4.512,1.70781419624217,1940.10019358455,62.8444444444444,9.38,16.9866672,32.1333348444444,43.3758077989551,19.7485448195578,27.0660444444444,,,48.6675535111111,15.8222222222222,4.315,0.676690666666667,1979.02010131221,59.3098490294752,8.92,15.5859094176851,31.411214953271,43.1765905116707,13.6374241717218,23.2949676491733,93.4,,47.2207045291157,16.9662113587347,4.149,1.09661732566499
EG,"Egypt, Arab Rep.",1992,1994,1990,0,5,5,1979.02010131221,59.3098490294752,8.92,15.5859094176851,31.411214953271,43.1765905116707,13.6374241717218,23.2949676491733,93.4,,47.2207045291157,16.9662113587347,4.149,1.09661732566499,1989.9792002068,55.9278350515464,10.92,15.7390463917526,31.1469072164948,42.9872125093605,12.0897922868977,21.0903350515464,95.3922424316406,0.000976,47.2893041237113,15.5927835051546,3.993,1.05842525773196,2024.95373805139,50.6285714285714,10.93,15.7142857142857,30.5028571428571,42.823655436222,8.15423128587096,22.8656,95.6485366821289,0.00638,46.9068571428571,15.1428571428571,3.865,2.42013257142857
EG,"Egypt, Arab Rep.",1994,1996,1990,0,5,5,2024.95373805139,50.6285714285714,10.93,15.7142857142857,30.5028571428571,42.823655436222,8.15423128587096,22.8656,95.6485366821289,0.00638,46.9068571428571,15.1428571428571,3.865,2.42013257142857,2074.8399114013,50.2450980392157,11.04,15.7107843137255,30.2450980392157,42.7019009364527,15.7422305021596,22.5594117647059,95.5,0.0313,47.6764705882353,15.0,3.764,0.994028431372549,2133.64804177125,46.9485614646905,9.0,16.1150828247602,29.5187445510026,42.6396966117235,7.18710369719992,23.9268962510898,96.1543273925781,0.0615,47.7336530078466,12.6852659110724,3.7,0.940414995640802
EG,"Egypt, Arab Rep.",1996,1998,1990,0,5,5,2133.64804177125,46.9485614646905,9.0,16.1150828247602,29.5187445510026,42.6396966117235,7.18710369719992,23.9268962510898,96.1543273925781,0.0615,47.7336530078466,12.6852659110724,3.7,0.940414995640802,2204.66575942323,43.7382474614517,8.37,15.7510342233923,28.9996239187665,42.6357980293511,4.62560578826438,25.7543437382475,96.4024658203125,0.0905,48.1519368183528,11.5080857465212,3.682,1.13537589319293,2277.28504834543,41.9276270006959,8.03,15.8844815588031,28.6450939457203,42.6559554142127,3.8725754642749,21.346068197634,96.6465225219727,0.148,48.287891440501,12.0041753653445,3.681,1.26843702157272
EG,"Egypt, Arab Rep.",1998,2000,1990,0,5,5,2277.28504834543,41.9276270006959,8.03,15.8844815588031,28.6450939457203,42.6559554142127,3.8725754642749,21.346068197634,96.6465225219727,0.148,48.287891440501,12.0041753653445,3.681,1.26843702157272,2361.86425101237,38.3615084525358,7.95,15.9086475942783,28.4008452535761,42.6900387539957,3.07949912638332,20.8140117035111,96.8857345581055,0.29,47.5558192457737,13.3615084525358,3.599,1.1743928153446,2458.60835003016,39.0179359012055,8.98,15.5380770361658,30.7518670979124,42.7339398932519,2.68380535348546,18.9499558953249,97.7,0.641265,46.5259923551897,12.9373713613643,3.505,1.23699720670391
EG,"Egypt, Arab Rep.",2000,2002,2000,0,5,9,2458.60835003016,39.0179359012055,8.98,15.5380770361658,30.7518670979124,42.7339398932519,2.68380535348546,18.9499558953249,97.7,0.641265,46.5259923551897,12.9373713613643,3.505,1.23699720670391,2492.03441188721,39.8104265402844,9.26,15.3512684694731,30.8988569835517,42.7835506765333,2.26975720475956,17.7256202955116,97.4,0.838946,46.457987175913,13.4095344298857,3.46,0.527384722609423,2498.48121191713,40.9870678279229,10.01,15.4048561625759,32.5835048825548,42.8347629483917,2.73723855000334,17.8147268408551,97.5,2.72,45.5887833201372,13.6447611506994,3.412,0.759753233043019
EG,"Egypt, Arab Rep.",2002,2004,2000,0,5,9,2498.48121191713,40.9870678279229,10.01,15.4048561625759,32.5835048825548,42.8347629483917,2.73723855000334,17.8147268408551,97.5,2.72,45.5887833201372,13.6447611506994,3.412,0.759753233043019,2524.80477192682,46.1796407185629,10.91,15.2867065868263,33.3705868263473,42.8834685533792,4.50777636319304,16.311377245509,98.8,4.03789,44.9042395209581,14.2994011976048,3.352,0.295683832335329,2574.42341789124,57.8199052132701,10.32,14.2699361219864,34.6679167525242,42.9255593360476,11.270619332052,16.4022254275706,97.8,11.92,45.0910776839069,15.5779929940243,3.283,1.59083618380383
EG,"Egypt, Arab Rep.",2004,2006,2000,0,5,9,2574.42341789124,57.8199052132701,10.32,14.2699361219864,34.6679167525242,42.9255593360476,11.270619332052,16.4022254275706,97.8,11.92,45.0910776839069,15.5779929940243,3.283,1.59083618380383,2635.70305227819,62.9526462395543,11.049,13.9816898792943,34.1486722376973,42.9569271409488,4.86939696871988,17.9201485608171,99.4,12.75,45.9292479108635,15.7103064066852,3.254,5.99551598885794,2761.62410769792,61.5185365063947,10.49,13.2372025254978,36.1547353084021,42.9729991680104,7.64452644526434,18.7307754573416,99.0,13.66,44.6899951432734,17.1118666019103,3.223,9.34856726566294
EG,"Egypt, Arab Rep.",2006,2008,2000,0,5,9,2761.62410769792,61.5185365063947,10.49,13.2372025254978,36.1547353084021,42.9729991680104,7.64452644526434,18.7307754573416,99.0,13.66,44.6899951432734,17.1118666019103,3.223,9.34856726566294,2902.06559804963,65.077873254565,8.8,13.4201262083781,35.0653866809882,42.9729666344509,9.3189690579923,20.8512352309343,98.4,16.03,46.8939983888292,16.2728249194415,3.237,8.87633606337272,3052.21297844721,71.6806253489671,8.517,12.6302400893356,36.2125516471245,42.9608989120873,18.3168316831684,22.2780569514238,99.8,18.01,46.6682970407594,16.7950865438303,3.238,5.8314126186488
EG,"Egypt, Arab Rep.",2008,2010,2000,0,5,9,3052.21297844721,71.6806253489671,8.517,12.6302400893356,36.2125516471245,42.9608989120873,18.3168316831684,22.2780569514238,99.8,18.01,46.6682970407594,16.7950865438303,3.238,5.8314126186488,3135.09661303014,56.5534446363462,9.087,12.9979466513145,35.8164459796584,42.9383470624904,11.7634954386443,18.9119170984456,98.9,20.0,46.5660621761658,12.5503742084053,3.259,3.54835118019574,3233.84521246786,47.9363500745898,8.757,13.3407591579645,35.7845184816841,42.9057175520154,11.2651882653185,19.2110061329355,99.4,21.6,46.2327200397812,14.2632189623736,3.296,2.91601657550141
EG,"Egypt, Arab Rep.",2010,2012,2010,1,6,5,3233.84521246786,47.9363500745898,8.757,13.3407591579645,35.7845184816841,42.9057175520154,11.2651882653185,19.2110061329355,99.4,21.6,46.2327200397812,14.2632189623736,3.296,2.91601657550141,3222.37650111856,45.2556341623514,11.849,13.8691050980964,35.9517175990081,42.8634168470177,10.0649259874818,16.7092115819415,99.4,25.6,45.7160236306615,12.9822770038655,3.311,-0.204542848807527,3220.99194203067,40.7117692721084,12.597,11.2727652713919,39.2513148623634,42.8118514138525,7.11172943343083,14.6951692840509,99.7,26.4,51.771621185884,8.10891502955753,3.4,1.00234071774049
EG,"Egypt, Arab Rep.",2012,2014,2010,1,6,5,3220.99194203067,40.7117692721084,12.597,11.2727652713919,39.2513148623634,42.8118514138525,7.11172943343083,14.6951692840509,99.7,26.4,51.771621185884,8.10891502955753,3.4,1.00234071774049,3216.3783902629,40.373038056332,13.154,11.2743496022361,39.8869544184046,42.7514277188751,9.46971981064921,12.9864545259084,99.9,29.4,52.3007390883681,7.87465061277145,3.49,1.45343420769727,3235.66246235257,36.9201877934272,13.105,11.3377089201878,39.890323943662,42.6825522284408,10.0702154687481,12.4460093896714,99.8,33.8946,52.320985915493,5.2112676056338,3.49,1.50925042253521
EG,"Egypt, Arab Rep.",2014,2016,2010,1,6,5,3235.66246235257,36.9201877934272,13.105,11.3377089201878,39.890323943662,42.6825522284408,10.0702154687481,12.4460093896714,99.8,33.8946,52.320985915493,5.2112676056338,3.49,1.50925042253521,3306.98159414141,34.8459429600229,13.052,11.3940627685257,36.6302017267482,42.6056314089048,10.370490343517,13.6544048447154,99.3,37.8194,53.1705429845738,5.81038504030443,3.5,2.10258128401326,3381.22246306207,30.2465490514505,12.45,11.769316084742,32.4559533476046,42.5210717266225,13.813606214829,14.4681479294309,100.0,41.2481,54.4832841219458,5.48460913855466,3.35,2.43856278142762
EG,"Egypt, Arab Rep.",2016,2018,2010,1,6,5,3381.22246306207,30.2465490514505,12.45,11.769316084742,32.4559533476046,42.5210717266225,13.813606214829,14.4681479294309,100.0,41.2481,54.4832841219458,5.48460913855466,3.35,2.43856278142762,3452.90961245539,42.8321343581608,11.767,10.9863806449848,34.3958677753768,42.4486008687179,29.5066083940039,16.3133564922454,100.0,44.9502,53.1699504909872,5.93014032112476,3.31,2.98301550917695,3568.63966286161,45.9110196733959,9.855,10.8302490249025,35.3298750589345,42.4577177449969,14.4014657807422,18.4089837555184,100.0,46.9243,51.6422459388796,10.6832111782607,3.02,3.10040077579187
EG,"Egypt, Arab Rep.",2018,2020,2010,2,0,11,3568.63966286161,45.9110196733959,9.855,10.8302490249025,35.3298750589345,42.4577177449969,14.4014657807422,18.4089837555184,100.0,46.9243,51.6422459388796,10.6832111782607,3.02,3.10040077579187,3701.2446345188,41.1240171551108,7.851,10.6971354538956,35.8254244102931,42.4812027332648,9.15279959324804,18.7723373838456,100.0,57.2829,50.7617519656898,12.8180843459614,2.87,2.82732944960686,3770.86947867421,32.1262555667523,7.974,11.1668239443487,32.3694442999707,42.5181534630674,5.04493288977539,16.958684133537,100.0,71.9142,52.0271088645451,11.6373565647044,2.85,1.52462948997172
EG,"Egypt, Arab Rep.",2020,2022,2020,2,0,4,3770.86947867421,32.1262555667523,7.974,11.1668239443487,32.3694442999707,42.5181534630674,5.04493288977539,16.958684133537,100.0,71.9142,52.0271088645451,11.6373565647044,2.85,1.52462948997172,3837.31992324447,29.8569734808122,7.441,11.4369326589725,31.1876357851451,42.5686062621468,5.21404940513043,16.285212588735,100.0,72.056,52.4773050081794,9.47757050021762,2.75,1.20617861055665,4029.78295457978,36.9831048772713,7.344,10.9457535224737,32.7114314313038,42.6325129008032,13.8956609775178,18.0439910742748,100.0,72.1981,51.4288499840612,13.0468600573797,2.75,2.39118080969079
