lambda_,max_neurons,n_iter,window_size,step_size,n_neurons,n_samples,db_1990,db_2000,db_2010,db_2020,mean_db,min_db,max_db,time_seconds
2.0,60,250,5,2,60,2475,0.20404594033616238,0.7456386482641247,0.6904762850017091,,0.5467202912006655,0.20404594033616238,0.7456386482641247,4.1
2.0,60,300,3,1,60,5280,0.5106713051881613,0.6912713169909811,0.6824249111036145,0.6363479034301116,0.6301788591782171,0.5106713051881613,0.6912713169909811,6.8
2.0,60,300,3,2,60,2640,0.7278050110920843,0.695493401765598,0.8282374507266582,0.5605487807578178,0.7030211610855396,0.5605487807578178,0.8282374507266582,3.4
2.0,60,300,5,1,60,4950,0.7503717477612133,0.7044726712746897,0.6801972751058297,,0.711680564713911,0.6801972751058297,0.7503717477612133,9.5
2.0,60,300,5,2,60,2475,0.7590032532872255,0.7816940275948007,0.7183838713627565,,0.7530270507482609,0.7183838713627565,0.7816940275948007,4.8
2.0,80,150,3,1,80,5280,0.7938045962148281,0.5211921472879381,0.7930322446224926,0.7121280101604351,0.7050392495714235,0.5211921472879381,0.7938045962148281,4.4
2.0,80,150,3,2,80,2640,0.7261732641177367,0.652804417010609,0.6549089833140966,0.6167228579016459,0.662652380586022,0.6167228579016459,0.7261732641177367,2.2
2.0,80,150,5,1,80,4950,0.6962640209911212,0.8763525038278772,0.6257478640005607,,0.7327881296065198,0.6257478640005607,0.8763525038278772,6.3
2.0,80,150,5,2,80,2475,0.5089346256267812,0.6542619199097718,0.6468810923882564,,0.6033592126416031,0.5089346256267812,0.6542619199097718,3.2
2.0,80,200,3,1,80,5280,0.7294732362674576,0.79781669427999,0.7794667911229607,0.5930297242371327,0.7249466114768852,0.5930297242371327,0.79781669427999,5.8
2.0,80,200,3,2,80,2640,0.4809026449257107,0.6805405682914857,0.7658394010101252,0.6218599029971307,0.637285629306113,0.4809026449257107,0.7658394010101252,2.9
2.0,80,200,5,1,80,4950,0.5645318470992445,0.6809118973777692,0.6932656816660243,,0.6462364753810127,0.5645318470992445,0.6932656816660243,8.3
2.0,80,200,5,2,80,2475,0.5104422722474267,0.6467856917339196,0.7196434366218807,,0.6256238002010757,0.5104422722474267,0.7196434366218807,4.3
2.0,80,250,3,1,80,5280,0.5394118790883587,0.8157989931295135,0.8121545247589984,0.6901998232070563,0.7143913050459818,0.5394118790883587,0.8157989931295135,7.2
2.0,80,250,3,2,80,2640,0.7430588580009638,0.8110826419494331,0.7979341920626719,0.6597725238325464,0.7529620539614039,0.6597725238325464,0.8110826419494331,3.6
2.0,80,250,5,1,80,4950,0.5633839533685518,0.7992777129052974,0.716554518159664,,0.6930720614778377,0.5633839533685518,0.7992777129052974,11.5
2.0,80,250,5,2,80,2475,0.5155712289385629,0.7533172710478786,0.7506442910829279,,0.6731775970231232,0.5155712289385629,0.7533172710478786,5.2
2.0,80,300,3,1,80,5280,0.5397482317257238,0.8160478053499903,0.8127711102374685,0.6923482817561918,0.7152288572673436,0.5397482317257238,0.8160478053499903,8.6
2.0,80,300,3,2,80,2640,0.7514079663517861,0.7972938776730629,0.8344813743298718,0.6207521694085025,0.7509838469408059,0.6207521694085025,0.8344813743298718,4.3
2.0,80,300,5,1,80,4950,0.5450310545527814,0.769643077620303,0.6637953546552432,,0.659489828942776,0.5450310545527814,0.769643077620303,12.5
2.0,80,300,5,2,80,2475,0.5686619626660486,0.8286942782272424,0.7522252862320753,,0.7165271757084554,0.5686619626660486,0.8286942782272424,6.4
2.0,100,150,3,1,100,5280,0.5050487243479843,0.9335475943425396,0.8388217815424652,0.6215578043908562,0.7247439761559613,0.5050487243479843,0.9335475943425396,5.3
2.0,100,150,3,2,100,2640,0.5476182721488889,0.919468743719414,0.8709916914070933,0.6127163546168966,0.7376987654730732,0.5476182721488889,0.919468743719414,2.7
2.0,100,150,5,1,100,4950,0.472784882723755,0.9607471323640001,0.8017653428663367,,0.7450991193180306,0.472784882723755,0.9607471323640001,8.1
2.0,100,150,5,2,100,2475,0.45371202890578943,0.8334868227260731,0.8063264434307869,,0.6978417650208831,0.45371202890578943,0.8334868227260731,4.2
2.0,100,200,3,1,100,5280,0.7616502034942669,0.7242676802841149,0.734165730450019,0.6255653146663592,0.71141223222369,0.6255653146663592,0.7616502034942669,7.1
2.0,100,200,3,2,100,2640,0.7320866879584953,0.8386956291651804,0.7894839546492362,0.6560733584374432,0.7540849075525888,0.6560733584374432,0.8386956291651804,3.6
2.0,100,200,5,1,99,4950,0.7768919297657955,0.8969484480314387,0.7812361964959548,,0.8183588580977297,0.7768919297657955,0.8969484480314387,10.6
2.0,100,200,5,2,100,2475,0.4533680357674836,0.4887756418564445,0.7456242690378442,,0.562589315553924,0.4533680357674836,0.7456242690378442,5.2
2.0,100,250,3,1,100,5280,0.5052288025482963,0.8520514524778136,0.8239866067892727,0.66513999208576,0.7116017134752857,0.5052288025482963,0.8520514524778136,8.9
2.0,100,250,3,2,100,2640,0.4413404323879834,0.8068727809160041,0.8169822781933557,0.6589290227612931,0.6810311285646591,0.4413404323879834,0.8169822781933557,4.5
2.0,100,250,5,1,99,4950,0.4520908757154815,0.8887848339744425,0.7766853583445901,,0.705853689344838,0.4520908757154815,0.8887848339744425,12.9
2.0,100,250,5,2,100,2475,0.47830598522865225,0.6792054353683434,0.7668711873193608,,0.6414608693054521,0.47830598522865225,0.7668711873193608,6.7
2.0,100,300,3,1,100,5280,0.5024685092886317,0.6919111157257827,0.7119874602888714,0.6015465712641633,0.6269784141418623,0.5024685092886317,0.7119874602888714,11.0
2.0,100,300,3,2,100,2640,0.7725087807825852,0.8501965935572414,0.83326267643355,0.5940373785455645,0.7625013573297352,0.5940373785455645,0.8501965935572414,5.5
2.0,100,300,5,1,100,4950,0.4495303671568509,0.48669670629009315,0.8119585584341303,,0.5827285439603581,0.4495303671568509,0.8119585584341303,15.8
2.0,100,300,5,2,100,2475,0.46712806316080696,0.8251257846234269,0.606165727225083,,0.6328065250031055,0.46712806316080696,0.8251257846234269,8.1
2.0,120,150,3,1,120,5280,0.8422013750668953,0.8560376251363114,0.8308007791295783,0.6095723047439265,0.7846530210191779,0.6095723047439265,0.8560376251363114,6.4
2.0,120,150,3,2,120,2640,0.39603539164486334,0.9792027419744769,0.9688902160187852,0.7103338306564578,0.7636155450736458,0.39603539164486334,0.9792027419744769,4.1
2.0,120,150,5,1,120,4950,0.47125594687277994,0.851159266747292,0.8154867531506848,,0.7126339889235855,0.47125594687277994,0.851159266747292,8.6
2.0,120,150,5,2,120,2475,0.8645877690686545,0.9083773140599405,0.8123232186172228,,0.861762767248606,0.8123232186172228,0.9083773140599405,4.2
2.0,120,200,3,1,120,5280,0.880637842776461,0.8971154031228291,0.8313544388111677,0.6897535412286211,0.8247153064847697,0.6897535412286211,0.8971154031228291,7.8
2.0,120,200,3,2,120,2640,0.40933321969798886,0.5970615147321493,0.751319436933524,0.61859298594194,0.5940767893264006,0.40933321969798886,0.751319436933524,4.0
2.0,120,200,5,1,120,4950,0.8152208905024984,0.9089348374059979,0.8893785945893794,,0.8711781074992918,0.8152208905024984,0.9089348374059979,11.5
2.0,120,200,5,2,119,2475,0.850268971557668,0.8586395809848629,0.7955317147941485,,0.8348134224455599,0.7955317147941485,0.8586395809848629,6.3
2.0,120,250,3,1,120,5280,0.8660784958954846,0.9336061637204318,0.8898469625608423,0.673158546563112,0.8406725421849677,0.673158546563112,0.9336061637204318,10.3
2.0,120,250,3,2,119,2640,0.7951385665101985,0.8338275765079707,0.8338983486004226,0.6133794958797297,0.7690609968745804,0.6133794958797297,0.8338983486004226,5.2
2.0,120,250,5,1,120,4950,0.8289480396023556,0.8489711319225823,0.8421728116566747,,0.8400306610605375,0.8289480396023556,0.8489711319225823,14.7
2.0,120,250,5,2,120,2475,0.8557072801033581,0.8507620874336472,0.8097484635680715,,0.8387392770350256,0.8097484635680715,0.8557072801033581,7.3
2.0,120,300,3,1,120,5280,0.832918162476455,0.9287024336547246,0.8531312767445454,0.6841514415585817,0.8247258286085767,0.6841514415585817,0.9287024336547246,12.3
2.0,120,300,3,2,120,2640,0.8088354454835651,0.8526061569397054,0.7875540282778618,0.5895777645228516,0.7596433488059959,0.5895777645228516,0.8526061569397054,6.0
2.0,120,300,5,1,120,4950,0.8324749201601351,0.8995917887809205,0.727113238374682,,0.8197266491052458,0.727113238374682,0.8995917887809205,17.0
2.0,120,300,5,2,120,2475,0.8264319186811829,0.9299819350662747,0.7968010173291433,,0.8510716236922002,0.7968010173291433,0.9299819350662747,9.3
2.0,150,150,3,1,150,5280,0.8835895005246247,0.9168009479307814,0.8761855151677257,0.6813871835391239,0.8394907867905639,0.6813871835391239,0.9168009479307814,7.7
2.0,150,150,3,2,150,2640,0.8783231224099285,0.94427177775185,0.8512246358611435,0.5980282954026623,0.8179619578563961,0.5980282954026623,0.94427177775185,4.3
2.0,150,150,5,1,150,4950,0.4143334535896271,0.929132078735657,0.8307110290745274,,0.7247255204666038,0.4143334535896271,0.929132078735657,11.7
2.0,150,150,5,2,150,2475,1.0085784577236014,0.8143313428978841,0.8490061944577225,,0.8906386650264028,0.8143313428978841,1.0085784577236014,5.8
2.0,150,200,3,1,150,5280,0.8542649821708267,0.8218716184642526,0.8168658519201525,0.658718411352695,0.7879302159769817,0.658718411352695,0.8542649821708267,10.4
2.0,150,200,3,2,149,2640,0.9285442559629428,1.0213737589743386,0.8632176922213567,0.7100847987665048,0.8808051264812857,0.7100847987665048,1.0213737589743386,5.3
2.0,150,200,5,1,150,4950,0.8776870661388029,0.91252965377723,0.7410328883274301,,0.8437498694144877,0.7410328883274301,0.91252965377723,14.3
2.0,150,200,5,2,150,2475,0.8653160253407636,0.8508811170962067,0.8619875769314436,,0.859394906456138,0.8508811170962067,0.8653160253407636,7.4
2.0,150,250,3,1,150,5280,0.4137324100061042,0.8489997792965666,0.8236930264231045,0.6005496160136261,0.6717437079348503,0.4137324100061042,0.8489997792965666,12.8
2.0,150,250,3,2,150,2640,0.9765378821072493,0.7891681956725655,0.8074276727808246,0.6380049174040491,0.8027846669911721,0.6380049174040491,0.9765378821072493,6.7
2.0,150,250,5,1,150,4950,0.8965960615689634,0.9141656061546737,0.8570339529396921,,0.8892652068877763,0.8570339529396921,0.9141656061546737,19.0
2.0,150,250,5,2,149,2475,0.4052726048033695,0.9234348864303433,0.8801102044867827,,0.7362725652401653,0.4052726048033695,0.9234348864303433,9.4
2.0,150,300,3,1,150,5280,0.8906457773488705,0.8488912221391605,0.8179740776511232,0.6395755987302514,0.7992716689673514,0.6395755987302514,0.8906457773488705,15.8
2.0,150,300,3,2,150,2640,0.86531149473323,0.9523157665199538,0.9238388052952554,0.6759433000879628,0.8543523416591005,0.6759433000879628,0.9523157665199538,7.9
2.0,150,300,5,1,150,4950,0.854417589700175,0.878198847518577,0.8462047535344264,,0.8596070635843928,0.8462047535344264,0.878198847518577,22.8
2.0,150,300,5,2,149,2475,0.8627502804432925,0.9532899499007568,0.7601634785730078,,0.8587345696390191,0.7601634785730078,0.9532899499007568,11.5
2.5,60,150,3,1,60,5280,0.8166799257483566,0.7772327171840278,0.7264960396065164,0.6124173610842158,0.733206510905779,0.6124173610842158,0.8166799257483566,3.3
2.5,60,150,3,2,60,2640,0.5105527946978589,0.706340448208597,0.7557153863016393,0.6798930579262911,0.6631254217835966,0.5105527946978589,0.7557153863016393,1.7
2.5,60,150,5,1,60,4950,0.7785338739314338,0.7402689665057923,0.7067633685913112,,0.7418554030095125,0.7067633685913112,0.7785338739314338,4.7
2.5,60,150,5,2,60,2475,0.610662463001225,0.775667765224202,0.7344165731310924,,0.7069156004521732,0.610662463001225,0.775667765224202,2.4
2.5,60,200,3,1,60,5280,0.5405338972160663,0.6949159495236978,0.785615922735308,0.6356899797088867,0.6641889372959897,0.5405338972160663,0.785615922735308,4.3
2.5,60,200,3,2,60,2640,0.6389956166119742,0.6950015763768834,0.8084272308061563,0.5606803571731607,0.6757761952420436,0.5606803571731607,0.8084272308061563,2.2
2.5,60,200,5,1,60,4950,0.7207067658096162,0.7916776168749848,0.6951503745091356,,0.7358449190645789,0.6951503745091356,0.7916776168749848,6.2
2.5,60,200,5,2,60,2475,0.6083468023061798,0.7480491689290459,0.7186549476758782,,0.6916836396370346,0.6083468023061798,0.7480491689290459,3.1
2.5,60,250,3,1,60,5280,0.8254099148786098,0.6918931556837595,0.6830334781651742,0.6313697276164596,0.7079265690860008,0.6313697276164596,0.8254099148786098,5.4
2.5,60,250,3,2,60,2640,0.7583239594659148,0.6943186685643927,0.8508946765993226,0.5604052118136473,0.7159856291108194,0.5604052118136473,0.8508946765993226,2.7
2.5,60,250,5,1,60,4950,0.7291294537729471,0.7480966405044768,0.7069049794128857,,0.7280436912301033,0.7069049794128857,0.7480966405044768,7.8
2.5,60,250,5,2,60,2475,0.20404594033616238,0.7456386482641247,0.6904762850017091,,0.5467202912006655,0.20404594033616238,0.7456386482641247,3.9
2.5,60,300,3,1,60,5280,0.5106713051881613,0.6912713169909811,0.6824249111036145,0.6363479034301116,0.6301788591782171,0.5106713051881613,0.6912713169909811,6.5
2.5,60,300,3,2,60,2640,0.7278050110920843,0.695493401765598,0.8282374507266582,0.5605487807578178,0.7030211610855396,0.5605487807578178,0.8282374507266582,3.3
2.5,60,300,5,1,60,4950,0.7503717477612133,0.7044726712746897,0.6801972751058297,,0.711680564713911,0.6801972751058297,0.7503717477612133,9.3
2.5,60,300,5,2,60,2475,0.7590032532872255,0.7816940275948007,0.7183838713627565,,0.7530270507482609,0.7183838713627565,0.7816940275948007,4.7
2.5,80,150,3,1,80,5280,0.7938045962148281,0.5211921472879381,0.7930322446224926,0.7121280101604351,0.7050392495714235,0.5211921472879381,0.7938045962148281,4.3
2.5,80,150,3,2,80,2640,0.7261732641177367,0.652804417010609,0.6549089833140966,0.6167228579016459,0.662652380586022,0.6167228579016459,0.7261732641177367,2.2
2.5,80,150,5,1,80,4950,0.6962640209911212,0.8763525038278772,0.6257478640005607,,0.7327881296065198,0.6257478640005607,0.8763525038278772,6.1
2.5,80,150,5,2,80,2475,0.5089346256267812,0.6542619199097718,0.6468810923882564,,0.6033592126416031,0.5089346256267812,0.6542619199097718,3.1
2.5,80,200,3,1,80,5280,0.7294732362674576,0.79781669427999,0.7794667911229607,0.5930297242371327,0.7249466114768852,0.5930297242371327,0.79781669427999,5.7
2.5,80,200,3,2,80,2640,0.4809026449257107,0.6805405682914857,0.7658394010101252,0.6218599029971307,0.637285629306113,0.4809026449257107,0.7658394010101252,2.9
2.5,80,200,5,1,80,4950,0.5645318470992445,0.6809118973777692,0.6932656816660243,,0.6462364753810127,0.5645318470992445,0.6932656816660243,8.3
2.5,80,200,5,2,80,2475,0.5104422722474267,0.6467856917339196,0.7196434366218807,,0.6256238002010757,0.5104422722474267,0.7196434366218807,4.1
2.5,80,250,3,1,80,5280,0.5394118790883587,0.8157989931295135,0.8121545247589984,0.6901998232070563,0.7143913050459818,0.5394118790883587,0.8157989931295135,7.2
2.5,80,250,3,2,80,2640,0.7430588580009638,0.8110826419494331,0.7979341920626719,0.6597725238325464,0.7529620539614039,0.6597725238325464,0.8110826419494331,3.6
2.5,80,250,5,1,80,4950,0.5633839533685518,0.7992777129052974,0.716554518159664,,0.6930720614778377,0.5633839533685518,0.7992777129052974,11.6
2.5,80,250,5,2,80,2475,0.5155712289385629,0.7533172710478786,0.7506442910829279,,0.6731775970231232,0.5155712289385629,0.7533172710478786,5.2
2.5,80,300,3,1,80,5280,0.5397482317257238,0.8160478053499903,0.8127711102374685,0.6923482817561918,0.7152288572673436,0.5397482317257238,0.8160478053499903,8.6
2.5,80,300,3,2,80,2640,0.7514079663517861,0.7972938776730629,0.8344813743298718,0.6207521694085025,0.7509838469408059,0.6207521694085025,0.8344813743298718,4.4
2.5,80,300,5,1,80,4950,0.5450310545527814,0.769643077620303,0.6637953546552432,,0.659489828942776,0.5450310545527814,0.769643077620303,12.4
2.5,80,300,5,2,80,2475,0.5686619626660486,0.8286942782272424,0.7522252862320753,,0.7165271757084554,0.5686619626660486,0.8286942782272424,6.2
2.5,100,150,3,1,100,5280,0.5050487243479843,0.9335475943425396,0.8388217815424652,0.6215578043908562,0.7247439761559613,0.5050487243479843,0.9335475943425396,5.3
2.5,100,150,3,2,100,2640,0.7547409189934863,0.888112795072463,0.7287436990401022,0.7064179720918989,0.7695038462994875,0.7064179720918989,0.888112795072463,2.7
2.5,100,150,5,1,100,4950,0.472784882723755,0.9607471323640001,0.8017653428663367,,0.7450991193180306,0.472784882723755,0.9607471323640001,7.9
2.5,100,150,5,2,100,2475,0.45371202890578943,0.8334868227260731,0.8063264434307869,,0.6978417650208831,0.45371202890578943,0.8334868227260731,3.9
2.5,100,200,3,1,100,5280,0.7616502034942669,0.7242676802841149,0.734165730450019,0.6255653146663592,0.71141223222369,0.6255653146663592,0.7616502034942669,7.3
2.5,100,200,3,2,100,2640,0.6885176831972546,0.7548869507122373,0.8413612416433939,0.5800453127916371,0.7162027970861308,0.5800453127916371,0.8413612416433939,3.7
2.5,100,200,5,1,99,4950,0.7768919297657955,0.8969484480314387,0.7812361964959548,,0.8183588580977297,0.7768919297657955,0.8969484480314387,11.7
2.5,100,200,5,2,100,2475,0.4533680357674836,0.4887756418564445,0.7456242690378442,,0.562589315553924,0.4533680357674836,0.7456242690378442,5.4
2.5,100,250,3,1,100,5280,0.5052288025482963,0.8520514524778136,0.8239866067892727,0.66513999208576,0.7116017134752857,0.5052288025482963,0.8520514524778136,9.0
2.5,100,250,3,2,100,2640,0.4413404323879834,0.8068727809160041,0.8169822781933557,0.6589290227612931,0.6810311285646591,0.4413404323879834,0.8169822781933557,4.6
2.5,100,250,5,1,99,4950,0.4520908757154815,0.8887848339744425,0.7766853583445901,,0.705853689344838,0.4520908757154815,0.8887848339744425,12.9
2.5,100,250,5,2,100,2475,0.47461704000522975,0.6789821546404307,0.72856411217768,,0.6273877689411135,0.47461704000522975,0.72856411217768,6.4
2.5,100,300,3,1,100,5280,0.5024685092886317,0.6919111157257827,0.7119874602888714,0.6015465712641633,0.6269784141418623,0.5024685092886317,0.7119874602888714,10.5
2.5,100,300,3,2,100,2640,0.7725087807825852,0.8501965935572414,0.83326267643355,0.5940373785455645,0.7625013573297352,0.5940373785455645,0.8501965935572414,5.3
2.5,100,300,5,1,100,4950,0.4495303671568509,0.48669670629009315,0.8119585584341303,,0.5827285439603581,0.4495303671568509,0.8119585584341303,15.1
2.5,100,300,5,2,100,2475,0.46712806316080696,0.8251257846234269,0.606165727225083,,0.6328065250031055,0.46712806316080696,0.8251257846234269,7.6
2.5,120,150,3,1,120,5280,0.8422013750668953,0.8560376251363114,0.8308007791295783,0.6095723047439265,0.7846530210191779,0.6095723047439265,0.8560376251363114,6.2
2.5,120,150,3,2,120,2640,0.4061903625212645,0.9619701334284102,0.9758324442222048,0.677078400681803,0.7552678352134207,0.4061903625212645,0.9758324442222048,3.1
2.5,120,150,5,1,120,4950,0.47125594687277994,0.851159266747292,0.8154867531506848,,0.7126339889235855,0.47125594687277994,0.851159266747292,8.9
2.5,120,150,5,2,120,2475,0.8645877690686545,0.9083773140599405,0.8123232186172228,,0.861762767248606,0.8123232186172228,0.9083773140599405,4.5
2.5,120,200,3,1,120,5280,0.880637842776461,0.8971154031228291,0.8313544388111677,0.6897535412286211,0.8247153064847697,0.6897535412286211,0.8971154031228291,8.3
2.5,120,200,3,2,120,2640,0.4439223744052218,0.9141201172394907,0.822526137875143,0.636714248754233,0.7043207195685222,0.4439223744052218,0.9141201172394907,4.2
2.5,120,200,5,1,120,4950,0.8152208905024984,0.9089348374059979,0.8893785945893794,,0.8711781074992918,0.8152208905024984,0.9089348374059979,11.9
2.5,120,200,5,2,119,2475,0.850268971557668,0.8586395809848629,0.7955317147941485,,0.8348134224455599,0.7955317147941485,0.8586395809848629,6.1
2.5,120,250,3,1,120,5280,0.8660784958954846,0.9336061637204318,0.8898469625608423,0.673158546563112,0.8406725421849677,0.673158546563112,0.9336061637204318,10.5
2.5,120,250,3,2,120,2640,0.4660544906002836,0.9226667505858096,0.7808424528579182,0.5902487368441759,0.6899531077220468,0.4660544906002836,0.9226667505858096,5.2
2.5,120,250,5,1,120,4950,0.8289480396023556,0.8489711319225823,0.8421728116566747,,0.8400306610605375,0.8289480396023556,0.8489711319225823,15.0
2.5,120,250,5,2,120,2475,0.8300894774953177,0.912768082866789,0.8188807857266027,,0.8539127820295699,0.8188807857266027,0.912768082866789,7.6
2.5,120,300,3,1,120,5280,0.832918162476455,0.9287024336547246,0.8531312767445454,0.6841514415585817,0.8247258286085767,0.6841514415585817,0.9287024336547246,12.4
2.5,120,300,3,2,120,2640,0.39164658771221406,0.8905311528997246,0.8007825101693864,0.6206791043789621,0.6759098387900719,0.39164658771221406,0.8905311528997246,6.3
2.5,120,300,5,1,120,4950,0.8324749201601351,0.8995917887809205,0.727113238374682,,0.8197266491052458,0.727113238374682,0.8995917887809205,18.0
2.5,120,300,5,2,120,2475,0.8264319186811829,0.9299819350662747,0.7968010173291433,,0.8510716236922002,0.7968010173291433,0.9299819350662747,9.2
2.5,150,150,3,1,150,5280,0.8835895005246247,0.9168009479307814,0.8761855151677257,0.6813871835391239,0.8394907867905639,0.6813871835391239,0.9168009479307814,7.7
2.5,150,150,3,2,150,2640,0.8888411342329162,0.8424052221825559,0.8895827874100775,0.6346311115747041,0.8138650638500633,0.6346311115747041,0.8895827874100775,3.9
2.5,150,150,5,1,150,4950,0.4143334535896271,0.929132078735657,0.8307110290745274,,0.7247255204666038,0.4143334535896271,0.929132078735657,11.0
2.5,150,150,5,2,149,2475,0.7328050276018915,0.921312023770138,0.7989930315955971,,0.8177033609892089,0.7328050276018915,0.921312023770138,5.6
2.5,150,200,3,1,150,5280,0.8542649821708267,0.8218716184642526,0.8168658519201525,0.658718411352695,0.7879302159769817,0.658718411352695,0.8542649821708267,10.3
2.5,150,200,3,2,149,2640,0.8421443113762599,0.813057131645652,0.8781963677073683,0.6954231430187601,0.8072052384370101,0.6954231430187601,0.8781963677073683,5.2
2.5,150,200,5,1,150,4950,0.8776870661388029,0.91252965377723,0.7410328883274301,,0.8437498694144877,0.7410328883274301,0.91252965377723,14.8
2.5,150,200,5,2,150,2475,0.9032236129305877,0.9575675226812835,0.9174623870348468,,0.926084507548906,0.9032236129305877,0.9575675226812835,7.5
2.5,150,250,3,1,150,5280,0.4137324100061042,0.8489997792965666,0.8236930264231045,0.6005496160136261,0.6717437079348503,0.4137324100061042,0.8489997792965666,12.8
2.5,150,250,3,2,150,2640,0.9025011577507037,0.8931053535285247,0.8005820199561887,0.6992410131316501,0.8238573860917668,0.6992410131316501,0.9025011577507037,6.6
2.5,150,250,5,1,150,4950,0.8965960615689634,0.9141656061546737,0.8570339529396921,,0.8892652068877763,0.8570339529396921,0.9141656061546737,18.7
2.5,150,250,5,2,150,2475,0.8646095975900232,0.8166471654897199,0.7701480303321862,,0.8171349311373097,0.7701480303321862,0.8646095975900232,9.5
2.5,150,300,3,1,150,5280,0.8906457773488705,0.8488912221391605,0.8179740776511232,0.6395755987302514,0.7992716689673514,0.6395755987302514,0.8906457773488705,15.6
2.5,150,300,3,2,149,2640,0.952735206934976,0.955659355091995,0.884743477391143,0.6200689589798369,0.8533017495994877,0.6200689589798369,0.955659355091995,7.8
2.5,150,300,5,1,150,4950,0.854417589700175,0.878198847518577,0.8462047535344264,,0.8596070635843928,0.8462047535344264,0.878198847518577,22.3
2.5,150,300,5,2,150,2475,0.8884945076918692,0.8183347221557867,0.7350432556753695,,0.8139574951743418,0.7350432556753695,0.8884945076918692,11.3
3.0,60,150,3,1,60,5280,0.8166799257483566,0.7772327171840278,0.7264960396065164,0.6124173610842158,0.733206510905779,0.6124173610842158,0.8166799257483566,3.3
3.0,60,150,3,2,60,2640,0.5105527946978589,0.706340448208597,0.7557153863016393,0.6798930579262911,0.6631254217835966,0.5105527946978589,0.7557153863016393,1.7
3.0,60,150,5,1,60,4950,0.7785338739314338,0.7402689665057923,0.7067633685913112,,0.7418554030095125,0.7067633685913112,0.7785338739314338,4.7
3.0,60,150,5,2,60,2475,0.610662463001225,0.775667765224202,0.7344165731310924,,0.7069156004521732,0.610662463001225,0.775667765224202,2.4
3.0,60,200,3,1,60,5280,0.5405338972160663,0.6949159495236978,0.785615922735308,0.6356899797088867,0.6641889372959897,0.5405338972160663,0.785615922735308,4.3
3.0,60,200,3,2,60,2640,0.6389956166119742,0.6950015763768834,0.8084272308061563,0.5606803571731607,0.6757761952420436,0.5606803571731607,0.8084272308061563,2.3
3.0,60,200,5,1,60,4950,0.7207067658096162,0.7916776168749848,0.6951503745091356,,0.7358449190645789,0.6951503745091356,0.7916776168749848,6.2
3.0,60,200,5,2,60,2475,0.6083468023061798,0.7480491689290459,0.7186549476758782,,0.6916836396370346,0.6083468023061798,0.7480491689290459,3.1
3.0,60,250,3,1,60,5280,0.8254099148786098,0.6918931556837595,0.6830334781651742,0.6313697276164596,0.7079265690860008,0.6313697276164596,0.8254099148786098,5.4
3.0,60,250,3,2,60,2640,0.7583239594659148,0.6943186685643927,0.8508946765993226,0.5604052118136473,0.7159856291108194,0.5604052118136473,0.8508946765993226,2.7
3.0,60,250,5,1,60,4950,0.7291294537729471,0.7480966405044768,0.7069049794128857,,0.7280436912301033,0.7069049794128857,0.7480966405044768,7.7
3.0,60,250,5,2,60,2475,0.20404594033616238,0.7456386482641247,0.6904762850017091,,0.5467202912006655,0.20404594033616238,0.7456386482641247,3.9
3.0,60,300,3,1,60,5280,0.5106713051881613,0.6912713169909811,0.6824249111036145,0.6363479034301116,0.6301788591782171,0.5106713051881613,0.6912713169909811,6.4
3.0,60,300,3,2,60,2640,0.7278050110920843,0.695493401765598,0.8282374507266582,0.5605487807578178,0.7030211610855396,0.5605487807578178,0.8282374507266582,3.2
3.0,60,300,5,1,60,4950,0.7503717477612133,0.7044726712746897,0.6801972751058297,,0.711680564713911,0.6801972751058297,0.7503717477612133,9.3
3.0,60,300,5,2,60,2475,0.7590032532872255,0.7816940275948007,0.7183838713627565,,0.7530270507482609,0.7183838713627565,0.7816940275948007,4.7
3.0,80,150,3,1,80,5280,0.7938045962148281,0.5211921472879381,0.7930322446224926,0.7121280101604351,0.7050392495714235,0.5211921472879381,0.7938045962148281,4.3
3.0,80,150,3,2,80,2640,0.7261732641177367,0.652804417010609,0.6549089833140966,0.6167228579016459,0.662652380586022,0.6167228579016459,0.7261732641177367,2.2
3.0,80,150,5,1,80,4950,0.6962640209911212,0.8763525038278772,0.6257478640005607,,0.7327881296065198,0.6257478640005607,0.8763525038278772,6.1
3.0,80,150,5,2,80,2475,0.5089346256267812,0.6542619199097718,0.6468810923882564,,0.6033592126416031,0.5089346256267812,0.6542619199097718,3.1
3.0,80,200,3,1,80,5280,0.7294732362674576,0.79781669427999,0.7794667911229607,0.5930297242371327,0.7249466114768852,0.5930297242371327,0.79781669427999,5.6
3.0,80,200,3,2,80,2640,0.4809026449257107,0.6805405682914857,0.7658394010101252,0.6218599029971307,0.637285629306113,0.4809026449257107,0.7658394010101252,2.9
3.0,80,200,5,1,80,4950,0.5645318470992445,0.6809118973777692,0.6932656816660243,,0.6462364753810127,0.5645318470992445,0.6932656816660243,8.2
3.0,80,200,5,2,80,2475,0.510264981026787,0.6466460007158344,0.725522294881111,,0.6274777588745774,0.510264981026787,0.725522294881111,4.1
3.0,80,250,3,1,80,5280,0.5394118790883587,0.8157989931295135,0.8121545247589984,0.6901998232070563,0.7143913050459818,0.5394118790883587,0.8157989931295135,7.1
3.0,80,250,3,2,80,2640,0.7430588580009638,0.8110826419494331,0.7979341920626719,0.6597725238325464,0.7529620539614039,0.6597725238325464,0.8110826419494331,3.6
